id,name,date,time,dt,storm_status,lat,lon,max_wind,min_pressure,category
AL011851,UNNAMED,18510625,0000,1851-06-25 00:00:00,HU,28.0,-94.8,80.0,-999.0,1
AL011851,UNNAMED,18510625,0600,1851-06-25 06:00:00,HU,28.0,-95.4,80.0,-999.0,1
AL011851,UNNAMED,18510625,1200,1851-06-25 12:00:00,HU,28.0,-96.0,80.0,-999.0,1
AL011851,UNNAMED,18510625,1800,1851-06-25 18:00:00,HU,28.1,-96.5,80.0,-999.0,1
AL011851,UNNAMED,18510625,2100,1851-06-25 21:00:00,HU,28.2,-96.8,80.0,-999.0,1
AL011851,UNNAMED,18510626,0000,1851-06-26 00:00:00,HU,28.2,-97.0,70.0,-999.0,TS
AL011851,UNNAMED,18510626,0600,1851-06-26 06:00:00,TS,28.3,-97.6,60.0,-999.0,TS
AL011851,UNNAMED,18510626,1200,1851-06-26 12:00:00,TS,28.4,-98.3,60.0,-999.0,TS
AL011851,UNNAMED,18510626,1800,1851-06-26 18:00:00,TS,28.6,-98.9,50.0,-999.0,TS
AL011851,UNNAMED,18510627,0000,1851-06-27 00:00:00,TS,29.0,-99.4,50.0,-999.0,TS
AL011851,UNNAMED,18510627,0600,1851-06-27 06:00:00,TS,29.5,-99.8,40.0,-999.0,TS
AL011851,UNNAMED,18510627,1200,1851-06-27 12:00:00,TS,30.0,-100.0,40.0,-999.0,TS
AL011851,UNNAMED,18510627,1800,1851-06-27 18:00:00,TS,30.5,-100.1,40.0,-999.0,TS
AL011851,UNNAMED,18510628,0000,1851-06-28 00:00:00,TS,31.0,-100.2,40.0,-999.0,TS
AL021851,UNNAMED,18510705,1200,1851-07-05 12:00:00,HU,22.2,-97.6,80.0,-999.0,1
AL031851,UNNAMED,18510710,1200,1851-07-10 12:00:00,TS,12.0,-60.0,50.0,-999.0,TS
AL041851,UNNAMED,18510816,0000,1851-08-16 00:00:00,TS,13.4,-48.0,40.0,-999.0,TS
AL041851,UNNAMED,18510816,0600,1851-08-16 06:00:00,TS,13.7,-49.5,40.0,-999.0,TS
AL041851,UNNAMED,18510816,1200,1851-08-16 12:00:00,TS,14.0,-51.0,50.0,-999.0,TS
AL041851,UNNAMED,18510816,1800,1851-08-16 18:00:00,TS,14.4,-52.8,50.0,-999.0,TS
AL041851,UNNAMED,18510817,0000,1851-08-17 00:00:00,TS,14.9,-54.6,60.0,-999.0,TS
AL041851,UNNAMED,18510817,0600,1851-08-17 06:00:00,TS,15.4,-56.5,60.0,-999.0,TS
AL041851,UNNAMED,18510817,1200,1851-08-17 12:00:00,HU,15.9,-58.5,70.0,-999.0,TS
AL041851,UNNAMED,18510817,1800,1851-08-17 18:00:00,HU,16.1,-60.4,70.0,-999.0,TS
AL041851,UNNAMED,18510818,0000,1851-08-18 00:00:00,HU,16.6,-62.5,80.0,-999.0,1
AL041851,UNNAMED,18510818,0600,1851-08-18 06:00:00,HU,16.9,-64.1,80.0,-999.0,1
AL041851,UNNAMED,18510818,1200,1851-08-18 12:00:00,HU,17.2,-66.0,90.0,-999.0,1
AL041851,UNNAMED,18510818,1800,1851-08-18 18:00:00,HU,17.6,-67.6,90.0,-999.0,1
AL041851,UNNAMED,18510819,0000,1851-08-19 00:00:00,HU,18.0,-69.3,90.0,-999.0,1
AL041851,UNNAMED,18510819,0600,1851-08-19 06:00:00,HU,18.4,-71.1,70.0,-999.0,TS
AL041851,UNNAMED,18510819,1200,1851-08-19 12:00:00,TS,18.9,-72.6,60.0,-999.0,TS
AL041851,UNNAMED,18510819,1800,1851-08-19 18:00:00,TS,19.4,-74.3,60.0,-999.0,TS
AL041851,UNNAMED,18510820,0000,1851-08-20 00:00:00,HU,19.9,-75.9,70.0,-999.0,TS
AL041851,UNNAMED,18510820,0600,1851-08-20 06:00:00,HU,20.5,-77.6,70.0,-999.0,TS
AL041851,UNNAMED,18510820,1200,1851-08-20 12:00:00,HU,21.2,-79.0,70.0,-999.0,TS
AL041851,UNNAMED,18510820,1800,1851-08-20 18:00:00,HU,21.9,-80.4,70.0,-999.0,TS
AL041851,UNNAMED,18510821,0000,1851-08-21 00:00:00,TS,22.6,-81.4,60.0,-999.0,TS
AL041851,UNNAMED,18510821,0600,1851-08-21 06:00:00,TS,23.2,-82.5,60.0,-999.0,TS
AL041851,UNNAMED,18510821,1200,1851-08-21 12:00:00,HU,23.9,-83.6,70.0,-999.0,TS
AL041851,UNNAMED,18510821,1800,1851-08-21 18:00:00,HU,24.4,-84.3,70.0,-999.0,TS
AL041851,UNNAMED,18510822,0000,1851-08-22 00:00:00,HU,25.0,-84.9,80.0,-999.0,1
AL041851,UNNAMED,18510822,0600,1851-08-22 06:00:00,HU,25.6,-85.5,80.0,-999.0,1
AL041851,UNNAMED,18510822,1200,1851-08-22 12:00:00,HU,26.2,-86.0,90.0,-999.0,1
AL041851,UNNAMED,18510822,1800,1851-08-22 18:00:00,HU,26.8,-86.3,90.0,-999.0,1
AL041851,UNNAMED,18510823,0000,1851-08-23 00:00:00,HU,27.4,-86.5,100.0,-999.0,2
AL041851,UNNAMED,18510823,0600,1851-08-23 06:00:00,HU,28.0,-86.6,100.0,-999.0,2
AL041851,UNNAMED,18510823,1200,1851-08-23 12:00:00,HU,28.5,-86.6,100.0,-999.0,2
AL041851,UNNAMED,18510823,1800,1851-08-23 18:00:00,HU,29.6,-86.1,100.0,-999.0,2
AL041851,UNNAMED,18510823,2100,1851-08-23 21:00:00,HU,30.1,-85.7,100.0,-999.0,2
AL041851,UNNAMED,18510824,0000,1851-08-24 00:00:00,HU,30.7,-85.1,90.0,-999.0,1
AL041851,UNNAMED,18510824,0600,1851-08-24 06:00:00,HU,31.6,-84.1,70.0,-999.0,TS
AL041851,UNNAMED,18510824,1200,1851-08-24 12:00:00,TS,32.5,-83.0,60.0,-999.0,TS
AL041851,UNNAMED,18510824,1800,1851-08-24 18:00:00,TS,33.4,-81.4,50.0,-999.0,TS
AL041851,UNNAMED,18510825,0000,1851-08-25 00:00:00,TS,34.0,-80.0,40.0,-999.0,TS
AL041851,UNNAMED,18510825,0600,1851-08-25 06:00:00,TS,34.8,-78.6,40.0,-999.0,TS
AL041851,UNNAMED,18510825,1200,1851-08-25 12:00:00,TS,35.8,-77.0,40.0,-999.0,TS
AL041851,UNNAMED,18510825,1800,1851-08-25 18:00:00,TS,36.8,-75.1,40.0,-999.0,TS
AL041851,UNNAMED,18510826,0000,1851-08-26 00:00:00,TS,37.8,-73.6,40.0,-999.0,TS
AL041851,UNNAMED,18510826,0600,1851-08-26 06:00:00,TS,38.9,-71.8,40.0,-999.0,TS
AL041851,UNNAMED,18510826,1200,1851-08-26 12:00:00,TS,40.0,-70.0,40.0,-999.0,TS
AL041851,UNNAMED,18510826,1800,1851-08-26 18:00:00,TS,41.3,-66.8,40.0,-999.0,TS
AL041851,UNNAMED,18510827,0000,1851-08-27 00:00:00,TS,42.8,-63.3,40.0,-999.0,TS
AL041851,UNNAMED,18510827,0600,1851-08-27 06:00:00,TS,44.5,-60.2,40.0,-999.0,TS
AL041851,UNNAMED,18510827,1200,1851-08-27 12:00:00,TS,46.4,-57.2,40.0,-999.0,TS
AL041851,UNNAMED,18510827,1800,1851-08-27 18:00:00,TS,48.5,-54.2,40.0,-999.0,TS
AL051851,UNNAMED,18510913,0000,1851-09-13 00:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510913,0600,1851-09-13 06:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510913,1200,1851-09-13 12:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510913,1800,1851-09-13 18:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510914,0000,1851-09-14 00:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510914,0600,1851-09-14 06:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510914,1200,1851-09-14 12:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510914,1800,1851-09-14 18:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510915,0000,1851-09-15 00:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510915,0600,1851-09-15 06:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510915,1200,1851-09-15 12:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510915,1800,1851-09-15 18:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510916,0000,1851-09-16 00:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510916,0600,1851-09-16 06:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510916,1200,1851-09-16 12:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL051851,UNNAMED,18510916,1800,1851-09-16 18:00:00,TS,32.5,-73.5,50.0,-999.0,TS
AL061851,UNNAMED,18511016,0000,1851-10-16 00:00:00,TS,28.7,-78.0,40.0,-999.0,TS
AL061851,UNNAMED,18511016,0600,1851-10-16 06:00:00,TS,29.1,-77.8,40.0,-999.0,TS
AL061851,UNNAMED,18511016,1200,1851-10-16 12:00:00,TS,29.5,-77.5,50.0,-999.0,TS
AL061851,UNNAMED,18511016,1800,1851-10-16 18:00:00,TS,30.1,-77.1,50.0,-999.0,TS
AL061851,UNNAMED,18511017,0000,1851-10-17 00:00:00,TS,30.7,-76.6,60.0,-999.0,TS
AL061851,UNNAMED,18511017,0600,1851-10-17 06:00:00,TS,31.2,-76.3,60.0,-999.0,TS
AL061851,UNNAMED,18511017,1200,1851-10-17 12:00:00,TS,31.6,-75.9,60.0,-999.0,TS
AL061851,UNNAMED,18511017,1800,1851-10-17 18:00:00,TS,32.0,-75.5,60.0,-999.0,TS
AL061851,UNNAMED,18511018,0000,1851-10-18 00:00:00,TS,32.7,-74.9,60.0,-999.0,TS
AL061851,UNNAMED,18511018,0600,1851-10-18 06:00:00,TS,33.3,-74.3,60.0,-999.0,TS
AL061851,UNNAMED,18511018,1200,1851-10-18 12:00:00,TS,34.0,-73.8,60.0,-999.0,TS
AL061851,UNNAMED,18511018,1800,1851-10-18 18:00:00,TS,35.3,-73.0,60.0,-999.0,TS
AL061851,UNNAMED,18511019,0000,1851-10-19 00:00:00,TS,37.0,-72.6,50.0,-999.0,TS
AL061851,UNNAMED,18511019,0600,1851-10-19 06:00:00,TS,38.5,-72.1,50.0,-999.0,TS
AL061851,UNNAMED,18511019,1200,1851-10-19 12:00:00,TS,40.2,-71.8,50.0,-999.0,TS
AL061851,UNNAMED,18511019,1500,1851-10-19 15:00:00,TS,41.1,-71.7,50.0,-999.0,TS
AL061851,UNNAMED,18511019,1800,1851-10-19 18:00:00,TS,42.0,-71.6,40.0,-999.0,TS
AL011852,UNNAMED,18520819,0000,1852-08-19 00:00:00,TS,20.5,-67.1,60.0,-999.0,TS
AL011852,UNNAMED,18520819,0600,1852-08-19 06:00:00,TS,20.7,-68.0,60.0,-999.0,TS
AL011852,UNNAMED,18520819,1200,1852-08-19 12:00:00,TS,20.9,-68.8,60.0,-999.0,TS
AL011852,UNNAMED,18520819,1800,1852-08-19 18:00:00,TS,21.1,-69.6,60.0,-999.0,TS
AL011852,UNNAMED,18520820,0000,1852-08-20 00:00:00,HU,21.2,-70.6,70.0,-999.0,TS
AL011852,UNNAMED,18520820,0600,1852-08-20 06:00:00,HU,21.5,-71.9,70.0,-999.0,TS
AL011852,UNNAMED,18520820,1200,1852-08-20 12:00:00,HU,21.7,-73.0,70.0,-999.0,TS
AL011852,UNNAMED,18520820,1800,1852-08-20 18:00:00,HU,21.9,-74.0,70.0,-999.0,TS
AL011852,UNNAMED,18520821,0000,1852-08-21 00:00:00,HU,22.1,-74.9,80.0,-999.0,1
AL011852,UNNAMED,18520821,0600,1852-08-21 06:00:00,HU,22.2,-76.1,80.0,-999.0,1
AL011852,UNNAMED,18520821,1200,1852-08-21 12:00:00,HU,22.6,-77.1,80.0,-999.0,1
AL011852,UNNAMED,18520821,1800,1852-08-21 18:00:00,HU,22.9,-78.1,80.0,-999.0,1
AL011852,UNNAMED,18520822,0000,1852-08-22 00:00:00,HU,23.2,-79.3,90.0,-999.0,1
AL011852,UNNAMED,18520822,0600,1852-08-22 06:00:00,HU,23.5,-80.1,90.0,-999.0,1
AL011852,UNNAMED,18520822,1200,1852-08-22 12:00:00,HU,23.8,-81.1,90.0,-999.0,1
AL011852,UNNAMED,18520822,1800,1852-08-22 18:00:00,HU,24.2,-82.1,90.0,-999.0,1
AL011852,UNNAMED,18520823,0000,1852-08-23 00:00:00,HU,24.7,-83.1,90.0,-999.0,1
AL011852,UNNAMED,18520823,0600,1852-08-23 06:00:00,HU,25.2,-83.9,90.0,-999.0,1
AL011852,UNNAMED,18520823,1200,1852-08-23 12:00:00,HU,25.7,-84.6,90.0,-999.0,1
AL011852,UNNAMED,18520823,1800,1852-08-23 18:00:00,HU,26.2,-85.3,90.0,-999.0,1
AL011852,UNNAMED,18520824,0000,1852-08-24 00:00:00,HU,26.7,-86.0,100.0,-999.0,2
AL011852,UNNAMED,18520824,0600,1852-08-24 06:00:00,HU,27.2,-86.6,100.0,-999.0,2
AL011852,UNNAMED,18520824,1200,1852-08-24 12:00:00,HU,27.7,-87.1,100.0,-999.0,2
AL011852,UNNAMED,18520824,1800,1852-08-24 18:00:00,HU,28.2,-87.5,100.0,-999.0,2
AL011852,UNNAMED,18520825,0000,1852-08-25 00:00:00,HU,28.6,-87.8,100.0,-999.0,2
AL011852,UNNAMED,18520825,0600,1852-08-25 06:00:00,HU,28.8,-88.0,100.0,-999.0,2
AL011852,UNNAMED,18520825,1200,1852-08-25 12:00:00,HU,29.1,-88.2,100.0,-999.0,2
AL011852,UNNAMED,18520825,1800,1852-08-25 18:00:00,HU,29.4,-88.4,100.0,-999.0,2
AL011852,UNNAMED,18520826,0000,1852-08-26 00:00:00,HU,29.8,-88.6,100.0,-999.0,2
AL011852,UNNAMED,18520826,0600,1852-08-26 06:00:00,HU,30.2,-88.6,100.0,961.0,2
AL011852,UNNAMED,18520826,1200,1852-08-26 12:00:00,HU,30.6,-88.5,90.0,-999.0,1
AL011852,UNNAMED,18520826,1800,1852-08-26 18:00:00,HU,31.2,-88.1,70.0,-999.0,TS
AL011852,UNNAMED,18520827,0000,1852-08-27 00:00:00,TS,31.8,-87.4,50.0,-999.0,TS
AL011852,UNNAMED,18520827,0600,1852-08-27 06:00:00,TS,32.3,-86.3,40.0,-999.0,TS
AL011852,UNNAMED,18520827,1200,1852-08-27 12:00:00,TS,32.8,-84.8,40.0,-999.0,TS
AL011852,UNNAMED,18520827,1800,1852-08-27 18:00:00,TS,33.2,-82.8,40.0,-999.0,TS
AL011852,UNNAMED,18520828,0000,1852-08-28 00:00:00,TS,33.5,-80.5,40.0,-999.0,TS
AL011852,UNNAMED,18520828,0600,1852-08-28 06:00:00,TS,33.8,-78.2,40.0,-999.0,TS
AL011852,UNNAMED,18520828,1200,1852-08-28 12:00:00,TS,34.0,-76.0,40.0,-999.0,TS
AL011852,UNNAMED,18520828,1800,1852-08-28 18:00:00,TS,34.4,-74.2,40.0,-999.0,TS
AL011852,UNNAMED,18520829,0000,1852-08-29 00:00:00,TS,35.2,-72.8,50.0,-999.0,TS
AL011852,UNNAMED,18520829,0600,1852-08-29 06:00:00,TS,36.4,-71.8,50.0,-999.0,TS
AL011852,UNNAMED,18520829,1200,1852-08-29 12:00:00,TS,38.0,-70.8,50.0,-999.0,TS
AL011852,UNNAMED,18520829,1800,1852-08-29 18:00:00,TS,39.6,-69.6,50.0,-999.0,TS
AL011852,UNNAMED,18520830,0000,1852-08-30 00:00:00,TS,41.0,-68.0,50.0,-999.0,TS
AL021852,UNNAMED,18520905,0000,1852-09-05 00:00:00,HU,17.0,-64.1,70.0,-999.0,TS
AL021852,UNNAMED,18520905,0600,1852-09-05 06:00:00,HU,17.4,-65.1,70.0,-999.0,TS
AL021852,UNNAMED,18520905,1200,1852-09-05 12:00:00,HU,17.7,-66.1,70.0,-999.0,TS
AL021852,UNNAMED,18520905,1800,1852-09-05 18:00:00,TS,18.2,-67.1,60.0,-999.0,TS
AL021852,UNNAMED,18520906,0000,1852-09-06 00:00:00,TS,18.6,-68.8,60.0,-999.0,TS
AL021852,UNNAMED,18520906,0600,1852-09-06 06:00:00,TS,19.2,-70.1,50.0,-999.0,TS
AL021852,UNNAMED,18520906,1200,1852-09-06 12:00:00,TS,19.5,-71.4,40.0,-999.0,TS
AL021852,UNNAMED,18520906,1800,1852-09-06 18:00:00,TS,19.7,-72.5,40.0,-999.0,TS
AL031852,UNNAMED,18520909,0000,1852-09-09 00:00:00,HU,26.4,-90.4,70.0,-999.0,TS
AL031852,UNNAMED,18520909,0600,1852-09-09 06:00:00,HU,26.5,-89.6,70.0,-999.0,TS
AL031852,UNNAMED,18520909,1200,1852-09-09 12:00:00,HU,26.6,-88.8,70.0,-999.0,TS
AL031852,UNNAMED,18520909,1800,1852-09-09 18:00:00,HU,26.6,-88.1,70.0,-999.0,TS
AL031852,UNNAMED,18520910,0000,1852-09-10 00:00:00,HU,26.8,-87.4,70.0,-999.0,TS
AL031852,UNNAMED,18520910,0600,1852-09-10 06:00:00,HU,26.9,-86.6,70.0,-999.0,TS
AL031852,UNNAMED,18520910,1200,1852-09-10 12:00:00,HU,27.1,-86.1,70.0,-999.0,TS
AL031852,UNNAMED,18520910,1800,1852-09-10 18:00:00,HU,27.3,-85.6,70.0,-999.0,TS
AL031852,UNNAMED,18520911,0000,1852-09-11 00:00:00,HU,27.5,-85.1,70.0,-999.0,TS
AL031852,UNNAMED,18520911,0600,1852-09-11 06:00:00,HU,27.7,-84.6,70.0,-999.0,TS
AL031852,UNNAMED,18520911,1200,1852-09-11 12:00:00,HU,27.8,-84.0,70.0,-999.0,TS
AL031852,UNNAMED,18520911,1800,1852-09-11 18:00:00,HU,27.9,-83.4,70.0,-999.0,TS
AL031852,UNNAMED,18520912,0000,1852-09-12 00:00:00,HU,28.0,-82.8,70.0,-999.0,TS
AL031852,UNNAMED,18520912,0600,1852-09-12 06:00:00,TS,28.1,-82.2,60.0,-999.0,TS
AL031852,UNNAMED,18520912,1200,1852-09-12 12:00:00,TS,28.2,-81.5,50.0,-999.0,TS
AL031852,UNNAMED,18520912,1800,1852-09-12 18:00:00,TS,28.5,-80.5,50.0,-999.0,TS
AL031852,UNNAMED,18520913,0000,1852-09-13 00:00:00,TS,29.2,-79.0,60.0,-999.0,TS
AL031852,UNNAMED,18520913,0600,1852-09-13 06:00:00,HU,30.4,-77.0,70.0,-999.0,TS
AL031852,UNNAMED,18520913,1200,1852-09-13 12:00:00,HU,32.0,-74.5,70.0,-999.0,TS
AL031852,UNNAMED,18520913,1800,1852-09-13 18:00:00,HU,34.0,-71.5,70.0,-999.0,TS
AL041852,UNNAMED,18520922,0000,1852-09-22 00:00:00,TS,16.1,-58.5,50.0,-999.0,TS
AL041852,UNNAMED,18520922,0600,1852-09-22 06:00:00,TS,16.4,-59.1,50.0,-999.0,TS
AL041852,UNNAMED,18520922,1200,1852-09-22 12:00:00,TS,16.7,-59.7,50.0,-999.0,TS
AL041852,UNNAMED,18520922,1800,1852-09-22 18:00:00,TS,17.0,-60.3,50.0,-999.0,TS
AL041852,UNNAMED,18520923,0000,1852-09-23 00:00:00,TS,17.4,-61.2,60.0,-999.0,TS
AL041852,UNNAMED,18520923,0600,1852-09-23 06:00:00,TS,17.7,-62.2,60.0,-999.0,TS
AL041852,UNNAMED,18520923,1200,1852-09-23 12:00:00,HU,18.1,-63.1,70.0,-999.0,TS
AL041852,UNNAMED,18520923,1800,1852-09-23 18:00:00,HU,18.4,-63.7,70.0,-999.0,TS
AL041852,UNNAMED,18520924,0000,1852-09-24 00:00:00,HU,18.7,-64.3,70.0,-999.0,TS
AL041852,UNNAMED,18520924,0600,1852-09-24 06:00:00,HU,18.9,-65.0,70.0,-999.0,TS
AL041852,UNNAMED,18520924,1200,1852-09-24 12:00:00,HU,19.1,-65.8,70.0,-999.0,TS
AL041852,UNNAMED,18520924,1800,1852-09-24 18:00:00,HU,19.2,-66.6,70.0,-999.0,TS
AL041852,UNNAMED,18520925,0000,1852-09-25 00:00:00,HU,19.5,-67.4,80.0,-999.0,1
AL041852,UNNAMED,18520925,0600,1852-09-25 06:00:00,HU,19.7,-68.1,80.0,-999.0,1
AL041852,UNNAMED,18520925,1200,1852-09-25 12:00:00,HU,19.9,-68.8,80.0,-999.0,1
AL041852,UNNAMED,18520925,1800,1852-09-25 18:00:00,HU,20.0,-69.6,80.0,-999.0,1
AL041852,UNNAMED,18520926,0000,1852-09-26 00:00:00,HU,20.1,-70.3,80.0,-999.0,1
AL041852,UNNAMED,18520926,0600,1852-09-26 06:00:00,HU,20.4,-70.9,80.0,-999.0,1
AL041852,UNNAMED,18520926,1200,1852-09-26 12:00:00,HU,20.7,-71.6,80.0,-999.0,1
AL041852,UNNAMED,18520926,1800,1852-09-26 18:00:00,HU,21.0,-72.1,80.0,-999.0,1
AL041852,UNNAMED,18520927,0000,1852-09-27 00:00:00,HU,21.4,-73.0,80.0,-999.0,1
AL041852,UNNAMED,18520927,0600,1852-09-27 06:00:00,HU,21.9,-73.6,80.0,-999.0,1
AL041852,UNNAMED,18520927,1200,1852-09-27 12:00:00,HU,22.5,-74.0,80.0,-999.0,1
AL041852,UNNAMED,18520927,1800,1852-09-27 18:00:00,HU,23.2,-74.4,80.0,-999.0,1
AL041852,UNNAMED,18520928,0000,1852-09-28 00:00:00,HU,23.9,-74.6,80.0,-999.0,1
AL041852,UNNAMED,18520928,0600,1852-09-28 06:00:00,HU,24.6,-74.6,80.0,-999.0,1
AL041852,UNNAMED,18520928,1200,1852-09-28 12:00:00,HU,25.4,-74.5,80.0,-999.0,1
AL041852,UNNAMED,18520928,1800,1852-09-28 18:00:00,HU,26.5,-74.0,80.0,-999.0,1
AL041852,UNNAMED,18520929,0000,1852-09-29 00:00:00,HU,27.4,-73.5,80.0,-999.0,1
AL041852,UNNAMED,18520929,0600,1852-09-29 06:00:00,HU,28.2,-72.9,80.0,-999.0,1
AL041852,UNNAMED,18520929,1200,1852-09-29 12:00:00,HU,29.0,-72.3,80.0,-999.0,1
AL041852,UNNAMED,18520929,1800,1852-09-29 18:00:00,HU,30.2,-71.5,80.0,-999.0,1
AL041852,UNNAMED,18520930,0000,1852-09-30 00:00:00,HU,31.6,-70.5,70.0,-999.0,TS
AL041852,UNNAMED,18520930,0600,1852-09-30 06:00:00,HU,32.7,-69.6,70.0,-999.0,TS
AL041852,UNNAMED,18520930,1200,1852-09-30 12:00:00,HU,33.8,-69.1,70.0,-999.0,TS
AL041852,UNNAMED,18520930,1800,1852-09-30 18:00:00,HU,34.9,-68.6,70.0,-999.0,TS
AL051852,UNNAMED,18521006,0000,1852-10-06 00:00:00,HU,17.0,-73.8,90.0,-999.0,1
AL051852,UNNAMED,18521006,0600,1852-10-06 06:00:00,HU,17.1,-75.0,90.0,-999.0,1
AL051852,UNNAMED,18521006,1200,1852-10-06 12:00:00,HU,17.2,-76.3,90.0,-999.0,1
AL051852,UNNAMED,18521006,1800,1852-10-06 18:00:00,HU,17.2,-77.8,90.0,-999.0,1
AL051852,UNNAMED,18521007,0000,1852-10-07 00:00:00,HU,17.7,-79.6,90.0,-999.0,1
AL051852,UNNAMED,18521007,0600,1852-10-07 06:00:00,HU,18.2,-81.5,90.0,-999.0,1
AL051852,UNNAMED,18521007,1200,1852-10-07 12:00:00,HU,18.7,-83.1,90.0,-999.0,1
AL051852,UNNAMED,18521007,1800,1852-10-07 18:00:00,HU,19.5,-84.4,90.0,-999.0,1
AL051852,UNNAMED,18521008,0000,1852-10-08 00:00:00,HU,20.4,-85.5,90.0,-999.0,1
AL051852,UNNAMED,18521008,0600,1852-10-08 06:00:00,HU,21.2,-86.4,90.0,-999.0,1
AL051852,UNNAMED,18521008,1200,1852-10-08 12:00:00,HU,22.4,-86.9,90.0,-999.0,1
AL051852,UNNAMED,18521008,1800,1852-10-08 18:00:00,HU,24.0,-86.8,90.0,-999.0,1
AL051852,UNNAMED,18521009,0000,1852-10-09 00:00:00,HU,25.6,-86.4,90.0,-999.0,1
AL051852,UNNAMED,18521009,0600,1852-10-09 06:00:00,HU,26.9,-85.9,90.0,-999.0,1
AL051852,UNNAMED,18521009,1200,1852-10-09 12:00:00,HU,28.0,-85.5,90.0,-999.0,1
AL051852,UNNAMED,18521009,1800,1852-10-09 18:00:00,HU,29.2,-84.9,90.0,-999.0,1
AL051852,UNNAMED,18521009,2100,1852-10-09 21:00:00,HU,29.9,-84.4,90.0,-999.0,1
AL051852,UNNAMED,18521010,0000,1852-10-10 00:00:00,HU,30.5,-83.9,80.0,-999.0,1
AL051852,UNNAMED,18521010,0600,1852-10-10 06:00:00,TS,31.8,-82.8,60.0,-999.0,TS
AL051852,UNNAMED,18521010,1200,1852-10-10 12:00:00,TS,33.0,-81.1,50.0,-999.0,TS
AL051852,UNNAMED,18521010,1800,1852-10-10 18:00:00,TS,34.0,-79.5,50.0,-999.0,TS
AL051852,UNNAMED,18521011,0000,1852-10-11 00:00:00,TS,35.0,-77.0,50.0,-999.0,TS
AL051852,UNNAMED,18521011,0600,1852-10-11 06:00:00,TS,36.0,-74.0,50.0,-999.0,TS
AL051852,UNNAMED,18521011,1200,1852-10-11 12:00:00,TS,38.0,-70.0,60.0,-999.0,TS
AL051852,UNNAMED,18521011,1800,1852-10-11 18:00:00,TS,40.0,-66.0,60.0,-999.0,TS
AL011853,UNNAMED,18530805,1200,1853-08-05 12:00:00,TS,32.5,-69.0,50.0,-999.0,TS
AL021853,UNNAMED,18530810,1200,1853-08-10 12:00:00,TS,12.0,-60.0,40.0,-999.0,TS
AL031853,UNNAMED,18530830,0000,1853-08-30 00:00:00,TS,12.1,-23.2,40.0,-999.0,TS
AL031853,UNNAMED,18530830,0600,1853-08-30 06:00:00,TS,12.3,-25.1,40.0,-999.0,TS
AL031853,UNNAMED,18530830,1200,1853-08-30 12:00:00,TS,12.5,-27.0,40.0,-999.0,TS
AL031853,UNNAMED,18530830,1800,1853-08-30 18:00:00,TS,12.8,-28.9,40.0,-999.0,TS
AL031853,UNNAMED,18530831,0000,1853-08-31 00:00:00,TS,13.0,-30.9,50.0,-999.0,TS
AL031853,UNNAMED,18530831,0600,1853-08-31 06:00:00,TS,13.3,-33.0,50.0,-999.0,TS
AL031853,UNNAMED,18530831,1200,1853-08-31 12:00:00,TS,13.6,-35.0,60.0,-999.0,TS
AL031853,UNNAMED,18530831,1800,1853-08-31 18:00:00,TS,13.9,-36.8,60.0,-999.0,TS
AL031853,UNNAMED,18530901,0000,1853-09-01 00:00:00,HU,14.2,-38.5,70.0,-999.0,TS
AL031853,UNNAMED,18530901,0600,1853-09-01 06:00:00,HU,14.6,-40.5,70.0,-999.0,TS
AL031853,UNNAMED,18530901,1200,1853-09-01 12:00:00,HU,14.9,-42.3,80.0,-999.0,1
AL031853,UNNAMED,18530901,1800,1853-09-01 18:00:00,HU,15.2,-43.9,80.0,-999.0,1
AL031853,UNNAMED,18530902,0000,1853-09-02 00:00:00,HU,15.7,-45.7,90.0,-999.0,1
AL031853,UNNAMED,18530902,0600,1853-09-02 06:00:00,HU,16.2,-47.3,90.0,-999.0,1
AL031853,UNNAMED,18530902,1200,1853-09-02 12:00:00,HU,16.7,-49.0,100.0,-999.0,2
AL031853,UNNAMED,18530902,1800,1853-09-02 18:00:00,HU,17.4,-51.0,110.0,-999.0,2
