id,name,date,time,dt,storm_status,lat,lon,max_wind,min_pressure,category
AL041962,DAISY,19621003,1800,1962-10-03 18:00:00,HU,23.6,-66.3,65.0,-999.0,TS
AL041962,DAISY,19621004,0000,1962-10-04 00:00:00,HU,23.9,-67.0,65.0,994.0,TS
AL041962,DAISY,19621004,0600,1962-10-04 06:00:00,HU,24.1,-67.3,65.0,-999.0,TS
AL041962,DAISY,19621004,1200,1962-10-04 12:00:00,HU,24.3,-68.1,65.0,-999.0,TS
AL041962,DAISY,19621004,1800,1962-10-04 18:00:00,HU,24.8,-68.9,70.0,986.0,TS
AL041962,DAISY,19621005,0000,1962-10-05 00:00:00,HU,25.5,-69.4,80.0,-999.0,1
AL041962,DAISY,19621005,0600,1962-10-05 06:00:00,HU,26.4,-69.8,85.0,-999.0,1
AL041962,DAISY,19621005,1200,1962-10-05 12:00:00,HU,27.2,-69.8,85.0,-999.0,1
AL041962,DAISY,19621005,1800,1962-10-05 18:00:00,HU,28.0,-69.6,95.0,969.0,1
AL041962,DAISY,19621006,0000,1962-10-06 00:00:00,HU,29.2,-69.6,90.0,-999.0,1
AL041962,DAISY,19621006,0600,1962-10-06 06:00:00,HU,31.0,-68.6,80.0,-999.0,1
AL041962,DAISY,19621006,1200,1962-10-06 12:00:00,HU,32.8,-68.1,85.0,965.0,1
AL041962,DAISY,19621006,1800,1962-10-06 18:00:00,HU,34.5,-67.5,95.0,968.0,1
AL041962,DAISY,19621007,0000,1962-10-07 00:00:00,HU,37.1,-66.3,95.0,-999.0,1
AL041962,DAISY,19621007,0600,1962-10-07 06:00:00,HU,39.1,-65.4,70.0,975.0,TS
AL041962,DAISY,19621007,1200,1962-10-07 12:00:00,HU,42.2,-66.6,65.0,-999.0,TS
AL041962,DAISY,19621007,1800,1962-10-07 18:00:00,HU,42.7,-66.9,65.0,-999.0,TS
AL041962,DAISY,19621008,0000,1962-10-08 00:00:00,HU,43.5,-66.5,65.0,-999.0,TS
AL041962,DAISY,19621008,0600,1962-10-08 06:00:00,HU,44.1,-64.8,65.0,-999.0,TS
AL041962,DAISY,19621008,1200,1962-10-08 12:00:00,EX,44.7,-62.8,55.0,-999.0,TS
AL041962,DAISY,19621008,1800,1962-10-08 18:00:00,EX,45.1,-60.3,50.0,-999.0,TS
AL041962,DAISY,19621009,0000,1962-10-09 00:00:00,EX,45.5,-57.7,50.0,-999.0,TS
AL041962,DAISY,19621009,0600,1962-10-09 06:00:00,EX,46.0,-54.9,50.0,-999.0,TS
AL051962,ELLA,19621014,1800,1962-10-14 18:00:00,TD,22.1,-71.4,25.0,-999.0,TS
AL051962,ELLA,19621015,0000,1962-10-15 00:00:00,TD,23.8,-72.1,25.0,1002.0,TS
AL051962,ELLA,19621015,0600,1962-10-15 06:00:00,TD,24.7,-72.1,30.0,-999.0,TS
AL051962,ELLA,19621015,1200,1962-10-15 12:00:00,TS,25.0,-72.1,35.0,-999.0,TS
AL051962,ELLA,19621015,1800,1962-10-15 18:00:00,TS,25.2,-72.1,40.0,1002.0,TS
AL051962,ELLA,19621016,0000,1962-10-16 00:00:00,TS,25.8,-72.2,40.0,1002.0,TS
AL051962,ELLA,19621016,0600,1962-10-16 06:00:00,TS,26.1,-72.6,50.0,-999.0,TS
AL051962,ELLA,19621016,1200,1962-10-16 12:00:00,TS,26.3,-73.2,55.0,-999.0,TS
AL051962,ELLA,19621016,1800,1962-10-16 18:00:00,TS,26.4,-74.0,60.0,1002.0,TS
AL051962,ELLA,19621017,0000,1962-10-17 00:00:00,TS,26.7,-74.8,60.0,994.0,TS
AL051962,ELLA,19621017,0600,1962-10-17 06:00:00,TS,27.0,-75.1,60.0,997.0,TS
AL051962,ELLA,19621017,1200,1962-10-17 12:00:00,TS,27.4,-75.2,60.0,992.0,TS
AL051962,ELLA,19621017,1800,1962-10-17 18:00:00,HU,28.1,-75.4,70.0,987.0,TS
AL051962,ELLA,19621018,0000,1962-10-18 00:00:00,HU,28.7,-75.6,75.0,-999.0,1
AL051962,ELLA,19621018,0600,1962-10-18 06:00:00,HU,29.2,-75.7,70.0,981.0,TS
AL051962,ELLA,19621018,1200,1962-10-18 12:00:00,HU,29.7,-75.8,70.0,978.0,TS
AL051962,ELLA,19621018,1800,1962-10-18 18:00:00,HU,30.2,-75.8,70.0,976.0,TS
AL051962,ELLA,19621019,0000,1962-10-19 00:00:00,HU,30.7,-75.8,75.0,-999.0,1
AL051962,ELLA,19621019,0600,1962-10-19 06:00:00,HU,30.7,-75.1,80.0,973.0,1
AL051962,ELLA,19621019,1200,1962-10-19 12:00:00,HU,30.7,-74.6,90.0,969.0,1
AL051962,ELLA,19621019,1800,1962-10-19 18:00:00,HU,31.3,-73.6,100.0,962.0,2
AL051962,ELLA,19621020,0000,1962-10-20 00:00:00,HU,31.9,-72.8,100.0,-999.0,2
AL051962,ELLA,19621020,0600,1962-10-20 06:00:00,HU,33.0,-71.8,85.0,960.0,1
AL051962,ELLA,19621020,1200,1962-10-20 12:00:00,HU,33.9,-70.8,85.0,960.0,1
AL051962,ELLA,19621020,1800,1962-10-20 18:00:00,HU,34.6,-69.6,85.0,964.0,1
AL051962,ELLA,19621021,0000,1962-10-21 00:00:00,HU,35.2,-68.1,80.0,-999.0,1
AL051962,ELLA,19621021,0600,1962-10-21 06:00:00,HU,36.0,-66.3,75.0,-999.0,1
AL051962,ELLA,19621021,1200,1962-10-21 12:00:00,HU,36.7,-64.6,70.0,972.0,TS
AL051962,ELLA,19621021,1800,1962-10-21 18:00:00,HU,37.5,-62.6,65.0,950.0,TS
AL051962,ELLA,19621022,0000,1962-10-22 00:00:00,HU,39.5,-59.7,65.0,-999.0,TS
AL051962,ELLA,19621022,0600,1962-10-22 06:00:00,EX,42.9,-56.3,60.0,-999.0,TS
AL051962,ELLA,19621022,1200,1962-10-22 12:00:00,EX,46.7,-53.4,60.0,-999.0,TS
AL051962,ELLA,19621022,1800,1962-10-22 18:00:00,EX,49.0,-50.0,60.0,-999.0,TS
AL051962,ELLA,19621023,0000,1962-10-23 00:00:00,EX,52.0,-45.1,60.0,-999.0,TS
AL051962,ELLA,19621023,0600,1962-10-23 06:00:00,EX,54.1,-41.4,60.0,-999.0,TS
AL051962,ELLA,19621023,1200,1962-10-23 12:00:00,EX,56.2,-37.0,60.0,-999.0,TS
AL011963,ARLENE,19630731,1800,1963-07-31 18:00:00,TD,11.0,-39.4,25.0,-999.0,TS
AL011963,ARLENE,19630801,0000,1963-08-01 00:00:00,TD,11.0,-40.9,25.0,-999.0,TS
AL011963,ARLENE,19630801,0600,1963-08-01 06:00:00,TD,11.1,-42.2,25.0,-999.0,TS
AL011963,ARLENE,19630801,1200,1963-08-01 12:00:00,TD,11.2,-43.5,25.0,-999.0,TS
AL011963,ARLENE,19630801,1800,1963-08-01 18:00:00,TD,11.3,-44.8,30.0,-999.0,TS
AL011963,ARLENE,19630802,0000,1963-08-02 00:00:00,TS,11.5,-46.0,40.0,-999.0,TS
AL011963,ARLENE,19630802,0600,1963-08-02 06:00:00,TS,12.4,-47.4,50.0,-999.0,TS
AL011963,ARLENE,19630802,1200,1963-08-02 12:00:00,HU,13.3,-48.7,70.0,-999.0,TS
AL011963,ARLENE,19630802,1800,1963-08-02 18:00:00,HU,14.3,-49.9,90.0,987.0,1
AL011963,ARLENE,19630803,0000,1963-08-03 00:00:00,HU,14.9,-50.8,80.0,996.0,1
AL011963,ARLENE,19630803,0600,1963-08-03 06:00:00,HU,15.2,-52.3,65.0,-999.0,TS
AL011963,ARLENE,19630803,1200,1963-08-03 12:00:00,HU,15.5,-53.9,65.0,1000.0,TS
AL011963,ARLENE,19630803,1800,1963-08-03 18:00:00,HU,15.9,-55.3,65.0,988.0,TS
AL011963,ARLENE,19630804,0000,1963-08-04 00:00:00,TS,16.3,-56.7,50.0,-999.0,TS
AL011963,ARLENE,19630804,0600,1963-08-04 06:00:00,TS,16.7,-58.0,45.0,-999.0,TS
AL011963,ARLENE,19630804,1200,1963-08-04 12:00:00,TD,17.4,-59.2,30.0,1007.0,TS
AL011963,ARLENE,19630804,1800,1963-08-04 18:00:00,TD,18.2,-60.3,30.0,-999.0,TS
AL011963,ARLENE,19630805,0000,1963-08-05 00:00:00,TD,19.1,-61.4,30.0,-999.0,TS
AL011963,ARLENE,19630805,0600,1963-08-05 06:00:00,TD,20.0,-62.5,25.0,-999.0,TS
AL011963,ARLENE,19630805,1200,1963-08-05 12:00:00,TD,21.0,-63.6,25.0,1011.0,TS
AL011963,ARLENE,19630805,1800,1963-08-05 18:00:00,TD,22.0,-64.6,25.0,-999.0,TS
AL011963,ARLENE,19630806,0000,1963-08-06 00:00:00,TD,22.8,-65.6,25.0,-999.0,TS
AL011963,ARLENE,19630806,0600,1963-08-06 06:00:00,TD,23.5,-66.7,25.0,-999.0,TS
AL011963,ARLENE,19630806,1200,1963-08-06 12:00:00,TD,24.0,-68.0,25.0,1012.0,TS
AL011963,ARLENE,19630806,1800,1963-08-06 18:00:00,TD,24.4,-68.8,30.0,-999.0,TS
AL011963,ARLENE,19630807,0000,1963-08-07 00:00:00,TD,25.0,-69.5,30.0,-999.0,TS
AL011963,ARLENE,19630807,0600,1963-08-07 06:00:00,TD,25.4,-70.1,30.0,-999.0,TS
AL011963,ARLENE,19630807,1200,1963-08-07 12:00:00,TD,26.0,-70.3,30.0,-999.0,TS
AL011963,ARLENE,19630807,1800,1963-08-07 18:00:00,TD,26.5,-70.4,30.0,-999.0,TS
AL011963,ARLENE,19630808,0000,1963-08-08 00:00:00,TS,27.3,-70.5,55.0,-999.0,TS
AL011963,ARLENE,19630808,0600,1963-08-08 06:00:00,TS,28.0,-70.1,60.0,-999.0,TS
AL011963,ARLENE,19630808,1200,1963-08-08 12:00:00,HU,28.5,-69.7,65.0,981.0,TS
AL011963,ARLENE,19630808,1800,1963-08-08 18:00:00,HU,28.8,-69.1,65.0,981.0,TS
AL011963,ARLENE,19630809,0000,1963-08-09 00:00:00,HU,29.3,-68.5,65.0,-999.0,TS
AL011963,ARLENE,19630809,0600,1963-08-09 06:00:00,HU,30.0,-67.6,70.0,-999.0,TS
AL011963,ARLENE,19630809,1200,1963-08-09 12:00:00,HU,31.3,-66.2,75.0,979.0,1
AL011963,ARLENE,19630809,1800,1963-08-09 18:00:00,HU,32.8,-64.0,90.0,974.0,1
AL011963,ARLENE,19630810,0000,1963-08-10 00:00:00,HU,34.5,-61.5,90.0,969.0,1
AL011963,ARLENE,19630810,0600,1963-08-10 06:00:00,HU,36.4,-59.0,90.0,-999.0,1
AL011963,ARLENE,19630810,1200,1963-08-10 12:00:00,HU,38.0,-56.1,85.0,985.0,1
AL011963,ARLENE,19630810,1800,1963-08-10 18:00:00,HU,40.0,-54.0,80.0,-999.0,1
AL011963,ARLENE,19630811,0000,1963-08-11 00:00:00,EX,42.5,-52.0,65.0,-999.0,TS
AL011963,ARLENE,19630811,0600,1963-08-11 06:00:00,EX,44.8,-50.1,65.0,-999.0,TS
AL021963,BEULAH,19630820,1200,1963-08-20 12:00:00,TD,13.7,-49.5,30.0,-999.0,TS
AL021963,BEULAH,19630820,1800,1963-08-20 18:00:00,TD,14.3,-50.9,30.0,1006.0,TS
AL021963,BEULAH,19630821,0000,1963-08-21 00:00:00,TD,15.0,-51.7,30.0,-999.0,TS
AL021963,BEULAH,19630821,0600,1963-08-21 06:00:00,TS,15.5,-52.8,35.0,-999.0,TS
AL021963,BEULAH,19630821,1200,1963-08-21 12:00:00,TS,16.0,-53.5,35.0,-999.0,TS
AL021963,BEULAH,19630821,1800,1963-08-21 18:00:00,TS,16.5,-54.6,45.0,1005.0,TS
AL021963,BEULAH,19630822,0000,1963-08-22 00:00:00,TS,16.8,-55.4,45.0,-999.0,TS
AL021963,BEULAH,19630822,0600,1963-08-22 06:00:00,TS,17.3,-56.0,55.0,-999.0,TS
AL021963,BEULAH,19630822,1200,1963-08-22 12:00:00,HU,17.9,-56.9,70.0,994.0,TS
AL021963,BEULAH,19630822,1800,1963-08-22 18:00:00,HU,18.7,-57.8,75.0,-999.0,1
AL021963,BEULAH,19630823,0000,1963-08-23 00:00:00,HU,19.6,-58.3,80.0,-999.0,1
AL021963,BEULAH,19630823,0600,1963-08-23 06:00:00,HU,20.5,-58.8,85.0,-999.0,1
AL021963,BEULAH,19630823,1200,1963-08-23 12:00:00,HU,21.3,-59.1,85.0,-999.0,1
AL021963,BEULAH,19630823,1800,1963-08-23 18:00:00,HU,22.1,-59.2,90.0,962.0,1
AL021963,BEULAH,19630824,0000,1963-08-24 00:00:00,HU,22.6,-59.4,95.0,-999.0,1
AL021963,BEULAH,19630824,0600,1963-08-24 06:00:00,HU,23.1,-59.6,105.0,958.0,2
AL021963,BEULAH,19630824,1200,1963-08-24 12:00:00,HU,23.7,-59.7,105.0,-999.0,2
AL021963,BEULAH,19630824,1800,1963-08-24 18:00:00,HU,24.1,-59.8,100.0,961.0,2
AL021963,BEULAH,19630825,0000,1963-08-25 00:00:00,HU,24.8,-60.0,85.0,-999.0,1
AL021963,BEULAH,19630825,0600,1963-08-25 06:00:00,HU,25.6,-60.2,80.0,-999.0,1
AL021963,BEULAH,19630825,1200,1963-08-25 12:00:00,HU,26.6,-60.3,75.0,985.0,1
AL021963,BEULAH,19630825,1800,1963-08-25 18:00:00,HU,27.8,-60.4,80.0,976.0,1
AL021963,BEULAH,19630826,0000,1963-08-26 00:00:00,HU,29.0,-60.2,80.0,978.0,1
AL021963,BEULAH,19630826,0600,1963-08-26 06:00:00,HU,30.4,-59.2,85.0,-999.0,1
AL021963,BEULAH,19630826,1200,1963-08-26 12:00:00,HU,31.6,-58.3,85.0,983.0,1
AL021963,BEULAH,19630826,1800,1963-08-26 18:00:00,HU,32.9,-57.0,85.0,979.0,1
AL021963,BEULAH,19630827,0000,1963-08-27 00:00:00,HU,34.5,-55.3,80.0,-999.0,1
AL021963,BEULAH,19630827,0600,1963-08-27 06:00:00,HU,36.3,-53.6,75.0,-999.0,1
AL021963,BEULAH,19630827,1200,1963-08-27 12:00:00,HU,38.4,-52.3,70.0,-999.0,TS
AL021963,BEULAH,19630827,1800,1963-08-27 18:00:00,HU,41.6,-51.0,70.0,-999.0,TS
AL021963,BEULAH,19630828,0000,1963-08-28 00:00:00,HU,45.8,-48.3,70.0,-999.0,TS
AL021963,BEULAH,19630828,0600,1963-08-28 06:00:00,EX,49.4,-44.9,65.0,-999.0,TS
AL021963,BEULAH,19630828,1200,1963-08-28 12:00:00,EX,51.6,-41.0,60.0,-999.0,TS
AL021963,BEULAH,19630828,1800,1963-08-28 18:00:00,EX,54.2,-35.5,60.0,-999.0,TS
AL031963,UNNAMED,19630910,0600,1963-09-10 06:00:00,TD,30.5,-66.4,25.0,-999.0,TS
AL031963,UNNAMED,19630910,1200,1963-09-10 12:00:00,TD,32.0,-66.1,25.0,1007.0,TS
AL031963,UNNAMED,19630910,1800,1963-09-10 18:00:00,TD,32.9,-63.9,25.0,-999.0,TS
AL031963,UNNAMED,19630911,0000,1963-09-11 00:00:00,TD,33.8,-61.8,25.0,-999.0,TS
AL031963,UNNAMED,19630911,0600,1963-09-11 06:00:00,TS,34.8,-59.7,35.0,-999.0,TS
AL031963,UNNAMED,19630911,1200,1963-09-11 12:00:00,TS,35.8,-57.6,35.0,1004.0,TS
AL031963,UNNAMED,19630911,1800,1963-09-11 18:00:00,TS,36.5,-55.8,35.0,-999.0,TS
AL031963,UNNAMED,19630912,0000,1963-09-12 00:00:00,TS,37.0,-54.2,35.0,-999.0,TS
AL031963,UNNAMED,19630912,0600,1963-09-12 06:00:00,TS,37.1,-52.6,45.0,-999.0,TS
AL031963,UNNAMED,19630912,1200,1963-09-12 12:00:00,TS,37.2,-51.3,50.0,-999.0,TS
AL031963,UNNAMED,19630912,1800,1963-09-12 18:00:00,TS,37.9,-51.0,50.0,992.0,TS
AL031963,UNNAMED,19630913,0000,1963-09-13 00:00:00,TS,38.8,-51.7,50.0,-999.0,TS
AL031963,UNNAMED,19630913,0600,1963-09-13 06:00:00,TS,39.7,-51.0,50.0,-999.0,TS
AL031963,UNNAMED,19630913,1200,1963-09-13 12:00:00,TS,41.0,-49.7,50.0,-999.0,TS
AL031963,UNNAMED,19630913,1800,1963-09-13 18:00:00,TS,43.2,-47.8,50.0,-999.0,TS
AL031963,UNNAMED,19630914,0000,1963-09-14 00:00:00,TS,45.7,-44.6,50.0,-999.0,TS
AL031963,UNNAMED,19630914,0600,1963-09-14 06:00:00,TS,47.8,-39.9,50.0,995.0,TS
AL031963,UNNAMED,19630914,1200,1963-09-14 12:00:00,TS,49.8,-35.2,50.0,-999.0,TS
AL031963,UNNAMED,19630914,1800,1963-09-14 18:00:00,EX,51.5,-30.6,50.0,-999.0,TS
AL031963,UNNAMED,19630915,0000,1963-09-15 00:00:00,EX,53.0,-26.1,50.0,-999.0,TS
AL031963,UNNAMED,19630915,0600,1963-09-15 06:00:00,EX,54.9,-22.0,50.0,-999.0,TS
AL041963,CINDY,19630916,1200,1963-09-16 12:00:00,TS,26.7,-93.7,40.0,-999.0,TS
AL041963,CINDY,19630916,1800,1963-09-16 18:00:00,TS,27.3,-93.9,60.0,-999.0,TS
AL041963,CINDY,19630917,0000,1963-09-17 00:00:00,HU,28.0,-93.9,70.0,996.0,TS
AL041963,CINDY,19630917,0600,1963-09-17 06:00:00,HU,28.7,-94.1,65.0,-999.0,TS
AL041963,CINDY,19630917,1200,1963-09-17 12:00:00,HU,29.4,-94.4,65.0,-999.0,TS
AL041963,CINDY,19630917,1800,1963-09-17 18:00:00,HU,29.8,-94.4,65.0,997.0,TS
AL041963,CINDY,19630918,0000,1963-09-18 00:00:00,HU,30.0,-94.6,65.0,-999.0,TS
AL041963,CINDY,19630918,0600,1963-09-18 06:00:00,TS,30.1,-94.9,35.0,-999.0,TS
AL041963,CINDY,19630918,1200,1963-09-18 12:00:00,TD,30.1,-95.2,30.0,-999.0,TS
AL041963,CINDY,19630918,1800,1963-09-18 18:00:00,TD,29.9,-95.6,25.0,-999.0,TS
AL041963,CINDY,19630919,0000,1963-09-19 00:00:00,TD,29.5,-96.0,25.0,-999.0,TS
AL041963,CINDY,19630919,0600,1963-09-19 06:00:00,TD,29.2,-96.4,25.0,-999.0,TS
AL041963,CINDY,19630919,1200,1963-09-19 12:00:00,TD,28.7,-97.0,25.0,-999.0,TS
AL041963,CINDY,19630919,1800,1963-09-19 18:00:00,TD,28.4,-97.4,25.0,-999.0,TS
AL041963,CINDY,19630920,0000,1963-09-20 00:00:00,TD,27.8,-98.1,25.0,-999.0,TS
AL051963,DEBRA,19630919,0600,1963-09-19 06:00:00,TD,14.4,-38.3,25.0,-999.0,TS
AL051963,DEBRA,19630919,1200,1963-09-19 12:00:00,TD,15.0,-39.8,25.0,1011.0,TS
AL051963,DEBRA,19630919,1800,1963-09-19 18:00:00,TD,15.7,-41.2,30.0,-999.0,TS
AL051963,DEBRA,19630920,0000,1963-09-20 00:00:00,TD,16.4,-42.6,30.0,-999.0,TS
AL051963,DEBRA,19630920,0600,1963-09-20 06:00:00,TD,17.2,-44.0,25.0,-999.0,TS
AL051963,DEBRA,19630920,1200,1963-09-20 12:00:00,TD,17.9,-45.3,25.0,-999.0,TS
AL051963,DEBRA,19630920,1800,1963-09-20 18:00:00,TD,18.8,-46.7,30.0,1008.0,TS
AL051963,DEBRA,19630921,0000,1963-09-21 00:00:00,TS,19.9,-47.9,35.0,-999.0,TS
AL051963,DEBRA,19630921,0600,1963-09-21 06:00:00,TS,20.9,-48.5,40.0,-999.0,TS
AL051963,DEBRA,19630921,1200,1963-09-21 12:00:00,TS,21.9,-48.8,50.0,-999.0,TS
AL051963,DEBRA,19630921,1800,1963-09-21 18:00:00,HU,23.0,-48.9,65.0,1000.0,TS
AL051963,DEBRA,19630922,0000,1963-09-22 00:00:00,HU,23.8,-48.9,65.0,-999.0,TS
AL051963,DEBRA,19630922,0600,1963-09-22 06:00:00,HU,24.6,-48.8,65.0,-999.0,TS
AL051963,DEBRA,19630922,1200,1963-09-22 12:00:00,HU,25.3,-48.7,65.0,1002.0,TS
AL051963,DEBRA,19630922,1800,1963-09-22 18:00:00,HU,26.0,-48.5,65.0,999.0,TS
AL051963,DEBRA,19630923,0000,1963-09-23 00:00:00,HU,26.6,-48.2,65.0,-999.0,TS
AL051963,DEBRA,19630923,0600,1963-09-23 06:00:00,TS,27.3,-47.9,55.0,-999.0,TS
AL051963,DEBRA,19630923,1200,1963-09-23 12:00:00,TS,28.0,-47.7,50.0,-999.0,TS
AL051963,DEBRA,19630923,1800,1963-09-23 18:00:00,TS,28.8,-47.5,45.0,999.0,TS
AL051963,DEBRA,19630924,0000,1963-09-24 00:00:00,TS,30.2,-47.5,40.0,-999.0,TS
AL051963,DEBRA,19630924,0600,1963-09-24 06:00:00,TS,31.7,-47.9,35.0,-999.0,TS
AL051963,DEBRA,19630924,1200,1963-09-24 12:00:00,TS,33.4,-48.4,35.0,1011.0,TS
AL051963,DEBRA,19630924,1800,1963-09-24 18:00:00,EX,35.4,-48.0,30.0,-999.0,TS
AL061963,EDITH,19630923,1200,1963-09-23 12:00:00,TD,11.0,-52.0,25.0,-999.0,TS
AL061963,EDITH,19630923,1800,1963-09-23 18:00:00,TD,11.5,-53.0,25.0,-999.0,TS
AL061963,EDITH,19630924,0000,1963-09-24 00:00:00,TD,12.1,-54.0,30.0,1005.0,TS
AL061963,EDITH,19630924,0600,1963-09-24 06:00:00,TD,12.5,-55.3,30.0,-999.0,TS
AL061963,EDITH,19630924,1200,1963-09-24 12:00:00,TS,12.9,-56.5,35.0,1004.0,TS
AL061963,EDITH,19630924,1800,1963-09-24 18:00:00,HU,13.2,-58.2,65.0,1000.0,TS
AL061963,EDITH,19630925,0000,1963-09-25 00:00:00,HU,13.7,-59.6,85.0,-999.0,1
AL061963,EDITH,19630925,0600,1963-09-25 06:00:00,HU,13.9,-60.6,75.0,-999.0,1
AL061963,EDITH,19630925,1200,1963-09-25 12:00:00,HU,14.4,-61.6,85.0,993.0,1
AL061963,EDITH,19630925,1800,1963-09-25 18:00:00,HU,14.7,-62.7,85.0,990.0,1
AL061963,EDITH,19630926,0000,1963-09-26 00:00:00,HU,15.0,-64.1,65.0,-999.0,TS
AL061963,EDITH,19630926,0600,1963-09-26 06:00:00,HU,15.3,-65.4,65.0,998.0,TS
AL061963,EDITH,19630926,1200,1963-09-26 12:00:00,HU,15.8,-66.9,65.0,1000.0,TS
AL061963,EDITH,19630926,1800,1963-09-26 18:00:00,HU,16.8,-67.3,65.0,1000.0,TS
AL061963,EDITH,19630927,0000,1963-09-27 00:00:00,HU,17.8,-67.5,65.0,-999.0,TS
AL061963,EDITH,19630927,0600,1963-09-27 06:00:00,HU,18.1,-69.0,65.0,996.0,TS
AL061963,EDITH,19630927,1200,1963-09-27 12:00:00,HU,18.7,-69.3,65.0,-999.0,TS
AL061963,EDITH,19630927,1800,1963-09-27 18:00:00,HU,19.5,-69.9,65.0,999.0,TS
AL061963,EDITH,19630928,0000,1963-09-28 00:00:00,TS,20.2,-70.5,40.0,-999.0,TS
AL061963,EDITH,19630928,0600,1963-09-28 06:00:00,TS,20.7,-70.9,35.0,-999.0,TS
AL061963,EDITH,19630928,1200,1963-09-28 12:00:00,TS,21.3,-71.5,35.0,-999.0,TS
AL061963,EDITH,19630928,1800,1963-09-28 18:00:00,TS,21.8,-72.0,35.0,-999.0,TS
AL061963,EDITH,19630929,0000,1963-09-29 00:00:00,TD,22.6,-72.3,30.0,-999.0,TS
AL061963,EDITH,19630929,0600,1963-09-29 06:00:00,TD,23.1,-72.0,30.0,-999.0,TS
AL071963,FLORA,19630926,1200,1963-09-26 12:00:00,TD,8.0,-33.0,25.0,-999.0,TS
AL071963,FLORA,19630926,1800,1963-09-26 18:00:00,TD,8.1,-34.8,25.0,-999.0,TS
AL071963,FLORA,19630927,0000,1963-09-27 00:00:00,TD,8.2,-36.5,25.0,-999.0,TS
AL071963,FLORA,19630927,0600,1963-09-27 06:00:00,TD,8.3,-38.3,30.0,-999.0,TS
AL071963,FLORA,19630927,1200,1963-09-27 12:00:00,TD,8.5,-40.0,30.0,-999.0,TS
AL071963,FLORA,19630927,1800,1963-09-27 18:00:00,TD,8.7,-41.6,30.0,-999.0,TS
AL071963,FLORA,19630928,0000,1963-09-28 00:00:00,TD,8.8,-43.2,30.0,-999.0,TS
AL071963,FLORA,19630928,0600,1963-09-28 06:00:00,TD,9.0,-44.7,30.0,-999.0,TS
AL071963,FLORA,19630928,1200,1963-09-28 12:00:00,TD,9.2,-46.3,30.0,-999.0,TS
AL071963,FLORA,19630928,1800,1963-09-28 18:00:00,TD,9.5,-47.9,30.0,-999.0,TS
AL071963,FLORA,19630929,0000,1963-09-29 00:00:00,TD,9.8,-49.5,30.0,-999.0,TS
AL071963,FLORA,19630929,0600,1963-09-29 06:00:00,TD,9.9,-51.1,30.0,-999.0,TS
AL071963,FLORA,19630929,1200,1963-09-29 12:00:00,TS,10.0,-52.8,40.0,1000.0,TS
AL071963,FLORA,19630929,1800,1963-09-29 18:00:00,TS,10.1,-54.4,55.0,-999.0,TS
AL071963,FLORA,19630930,0000,1963-09-30 00:00:00,HU,10.3,-56.0,70.0,-999.0,TS
AL071963,FLORA,19630930,0600,1963-09-30 06:00:00,HU,10.4,-57.6,85.0,-999.0,1
AL071963,FLORA,19630930,1200,1963-09-30 12:00:00,HU,10.7,-59.1,100.0,994.0,2
AL071963,FLORA,19630930,1800,1963-09-30 18:00:00,HU,11.2,-60.7,105.0,978.0,2
AL071963,FLORA,19631001,0000,1963-10-01 00:00:00,HU,11.6,-62.0,110.0,981.0,2
AL071963,FLORA,19631001,0600,1963-10-01 06:00:00,HU,12.0,-63.3,110.0,981.0,2
AL071963,FLORA,19631001,1200,1963-10-01 12:00:00,HU,12.5,-64.8,115.0,974.0,3
AL071963,FLORA,19631001,1800,1963-10-01 18:00:00,HU,13.0,-66.0,115.0,975.0,3
AL071963,FLORA,19631002,0000,1963-10-02 00:00:00,HU,13.6,-67.3,120.0,970.0,3
AL071963,FLORA,19631002,0600,1963-10-02 06:00:00,HU,14.1,-68.3,120.0,-999.0,3
AL071963,FLORA,19631002,1200,1963-10-02 12:00:00,HU,14.6,-69.2,120.0,968.0,3
AL071963,FLORA,19631002,1800,1963-10-02 18:00:00,HU,15.1,-70.0,120.0,968.0,3
AL071963,FLORA,19631003,0000,1963-10-03 00:00:00,HU,15.5,-70.6,120.0,-999.0,3
AL071963,FLORA,19631003,0600,1963-10-03 06:00:00,HU,15.9,-71.4,125.0,-999.0,3
AL071963,FLORA,19631003,1200,1963-10-03 12:00:00,HU,16.5,-72.0,125.0,940.0,3
AL071963,FLORA,19631003,1800,1963-10-03 18:00:00,HU,17.1,-72.5,125.0,944.0,3
AL071963,FLORA,19631004,0000,1963-10-04 00:00:00,HU,18.0,-73.1,125.0,944.0,3
AL071963,FLORA,19631004,0600,1963-10-04 06:00:00,HU,19.1,-74.2,105.0,995.0,2
AL071963,FLORA,19631004,1200,1963-10-04 12:00:00,HU,19.3,-74.5,105.0,970.0,2
AL071963,FLORA,19631004,1800,1963-10-04 18:00:00,HU,20.3,-74.9,105.0,970.0,2
AL071963,FLORA,19631005,0000,1963-10-05 00:00:00,HU,20.8,-75.9,110.0,-999.0,2
AL071963,FLORA,19631005,0600,1963-10-05 06:00:00,HU,20.8,-76.5,110.0,-999.0,2
AL071963,FLORA,19631005,1200,1963-10-05 12:00:00,HU,20.8,-76.8,105.0,985.0,2
AL071963,FLORA,19631005,1800,1963-10-05 18:00:00,HU,20.5,-77.0,100.0,-999.0,2
AL071963,FLORA,19631006,0000,1963-10-06 00:00:00,HU,20.4,-77.4,100.0,-999.0,2
